"wbic","year","survey.seq.no","survey.begin.date","survey.end.date","month","daytype","n.marks.recapped","totalFishExamined"
1588200,2008,665433,2008-05-03,2009-03-01,6,"weekend",2,8
1588200,2008,665433,2008-05-03,2009-03-01,7,"weekday",0,1
1588200,2008,665433,2008-05-03,2009-03-01,8,"weekday",1,1
1588200,2008,665433,2008-05-03,2009-03-01,12,"weekday",2,6
1588200,2008,665433,2008-05-03,2009-03-01,12,"weekend",0,3
1588200,2011,158018679,2011-05-07,2012-03-04,1,"weekday",1,4
1588200,2011,158018679,2011-05-07,2012-03-04,1,"weekend",1,5
1588200,2011,158018679,2011-05-07,2012-03-04,5,"weekday",0,4
1588200,2011,158018679,2011-05-07,2012-03-04,5,"weekend",1,4
1588200,2011,158018679,2011-05-07,2012-03-04,6,"weekday",0,3
1588200,2011,158018679,2011-05-07,2012-03-04,6,"weekend",0,1
1588200,2011,158018679,2011-05-07,2012-03-04,7,"weekday",1,1
1588200,2011,158018679,2011-05-07,2012-03-04,7,"weekend",0,3
1588200,2011,158018679,2011-05-07,2012-03-04,8,"weekday",0,2
1588200,2011,158018679,2011-05-07,2012-03-04,8,"weekend",0,4
1588200,2011,158018679,2011-05-07,2012-03-04,9,"weekday",0,2
1588200,2011,158018679,2011-05-07,2012-03-04,12,"weekend",0,1
1588200,2014,478979532,2014-05-03,2015-03-01,1,"weekend",1,1
1588200,2014,478979532,2014-05-03,2015-03-01,5,"weekday",2,5
1588200,2014,478979532,2014-05-03,2015-03-01,5,"weekend",2,4
1588200,2014,478979532,2014-05-03,2015-03-01,6,"weekend",0,1
1588200,2014,478979532,2014-05-03,2015-03-01,7,"weekday",1,2
1588200,2014,478979532,2014-05-03,2015-03-01,7,"weekend",0,3
1588200,2014,478979532,2014-05-03,2015-03-01,8,"weekday",1,5
1588200,2014,478979532,2014-05-03,2015-03-01,8,"weekend",0,2
1588200,2014,478979532,2014-05-03,2015-03-01,9,"weekend",0,3
1588200,2014,478979532,2014-05-03,2015-03-01,12,"weekday",1,2
1588200,2014,478979532,2014-05-03,2015-03-01,12,"weekend",2,8
1588200,2017,515084239,2017-05-06,2018-03-04,1,"weekend",4,4
1588200,2017,515084239,2017-05-06,2018-03-04,2,"weekend",0,3
1588200,2017,515084239,2017-05-06,2018-03-04,3,"weekend",0,1
1588200,2017,515084239,2017-05-06,2018-03-04,5,"weekend",2,4
1588200,2017,515084239,2017-05-06,2018-03-04,6,"weekday",0,1
1588200,2020,515092936,2020-05-02,2021-03-07,1,"weekday",0,1
1588200,2020,515092936,2020-05-02,2021-03-07,1,"weekend",0,5
1588200,2020,515092936,2020-05-02,2021-03-07,9,"weekday",0,1
1588200,2020,515092936,2020-05-02,2021-03-07,12,"weekend",0,3
1588200,2023,515099385,2023-05-06,2024-03-03,5,"weekend",0,1
1589100,2018,515086622,2018-05-05,2019-03-03,1,"weekday",1,1
1589100,2018,515086622,2018-05-05,2019-03-03,1,"weekend",2,6
1589100,2018,515086622,2018-05-05,2019-03-03,5,"weekend",0,5
1589100,2018,515086622,2018-05-05,2019-03-03,6,"weekend",2,2
1589100,2018,515086622,2018-05-05,2019-03-03,7,"weekday",0,1
1589100,2018,515086622,2018-05-05,2019-03-03,8,"weekday",0,2
1589100,2018,515086622,2018-05-05,2019-03-03,9,"weekend",2,7
1589100,2018,515086622,2018-05-05,2019-03-03,12,"weekday",1,2
1589100,2018,515086622,2018-05-05,2019-03-03,12,"weekend",2,3
1591100,2011,160499892,2011-05-07,2012-03-04,1,"weekend",0,9
1591100,2011,160499892,2011-05-07,2012-03-04,2,"weekend",4,8
1591100,2011,160499892,2011-05-07,2012-03-04,5,"weekday",1,9
1591100,2011,160499892,2011-05-07,2012-03-04,5,"weekend",2,13
1591100,2011,160499892,2011-05-07,2012-03-04,6,"weekday",1,7
1591100,2011,160499892,2011-05-07,2012-03-04,6,"weekend",1,8
1591100,2011,160499892,2011-05-07,2012-03-04,7,"weekday",1,14
1591100,2011,160499892,2011-05-07,2012-03-04,7,"weekend",2,16
1591100,2011,160499892,2011-05-07,2012-03-04,8,"weekday",0,6
1591100,2011,160499892,2011-05-07,2012-03-04,8,"weekend",0,3
1591100,2011,160499892,2011-05-07,2012-03-04,9,"weekday",0,4
1591100,2011,160499892,2011-05-07,2012-03-04,9,"weekend",0,3
1591100,2011,160499892,2011-05-07,2012-03-04,12,"weekday",0,2
1591100,2011,160499892,2011-05-07,2012-03-04,12,"weekend",0,3
1591100,2021,515094738,2021-05-01,2022-03-06,1,"weekend",0,1
1591100,2021,515094738,2021-05-01,2022-03-06,2,"weekend",0,2
1591100,2021,515094738,2021-05-01,2022-03-06,5,"weekday",0,1
1591100,2021,515094738,2021-05-01,2022-03-06,5,"weekend",1,10
1591100,2021,515094738,2021-05-01,2022-03-06,6,"weekday",4,6
1591100,2021,515094738,2021-05-01,2022-03-06,6,"weekend",2,9
1591100,2021,515094738,2021-05-01,2022-03-06,7,"weekday",0,2
1591100,2021,515094738,2021-05-01,2022-03-06,7,"weekend",0,6
1591100,2021,515094738,2021-05-01,2022-03-06,8,"weekday",2,17
1591100,2021,515094738,2021-05-01,2022-03-06,8,"weekend",2,10
1591100,2021,515094738,2021-05-01,2022-03-06,9,"weekday",0,3
1591100,2021,515094738,2021-05-01,2022-03-06,10,"weekend",1,9
1592400,2003,96072,2003-05-03,2004-03-01,1,"weekday",0,1
1592400,2003,96072,2003-05-03,2004-03-01,2,"weekend",0,8
1592400,2003,96072,2003-05-03,2004-03-01,5,"weekday",5,33
1592400,2003,96072,2003-05-03,2004-03-01,5,"weekend",8,25
1592400,2003,96072,2003-05-03,2004-03-01,6,"weekday",7,22
1592400,2003,96072,2003-05-03,2004-03-01,6,"weekend",0,3
1592400,2003,96072,2003-05-03,2004-03-01,7,"weekday",2,3
1592400,2003,96072,2003-05-03,2004-03-01,7,"weekend",0,2
1592400,2003,96072,2003-05-03,2004-03-01,8,"weekend",0,3
1592400,2003,96072,2003-05-03,2004-03-01,9,"weekend",1,2
1592400,2003,96072,2003-05-03,2004-03-01,10,"weekday",1,18
1592400,2003,96072,2003-05-03,2004-03-01,10,"weekend",3,20
1592400,2003,96072,2003-05-03,2004-03-01,12,"weekend",0,4
1592400,2006,98259,2006-05-06,2007-03-04,1,"weekday",1,2
1592400,2006,98259,2006-05-06,2007-03-04,1,"weekend",1,5
1592400,2006,98259,2006-05-06,2007-03-04,2,"weekday",0,3
1592400,2006,98259,2006-05-06,2007-03-04,2,"weekend",4,13
1592400,2006,98259,2006-05-06,2007-03-04,3,"weekend",0,1
1592400,2006,98259,2006-05-06,2007-03-04,5,"weekday",3,10
1592400,2006,98259,2006-05-06,2007-03-04,5,"weekend",2,21
1592400,2006,98259,2006-05-06,2007-03-04,6,"weekday",2,3
1592400,2006,98259,2006-05-06,2007-03-04,6,"weekend",0,3
1592400,2006,98259,2006-05-06,2007-03-04,7,"weekend",0,4
1592400,2006,98259,2006-05-06,2007-03-04,8,"weekday",0,11
1592400,2006,98259,2006-05-06,2007-03-04,9,"weekday",0,11
1592400,2006,98259,2006-05-06,2007-03-04,9,"weekend",0,2
1592400,2006,98259,2006-05-06,2007-03-04,10,"weekday",1,26
1592400,2006,98259,2006-05-06,2007-03-04,10,"weekend",2,56
1592400,2006,98259,2006-05-06,2007-03-04,12,"weekday",1,5
1592400,2006,98259,2006-05-06,2007-03-04,12,"weekend",1,1
1592400,2009,17853314,2009-05-02,2010-03-07,1,"weekend",0,1
1592400,2009,17853314,2009-05-02,2010-03-07,2,"weekend",3,10
1592400,2009,17853314,2009-05-02,2010-03-07,3,"weekend",0,1
1592400,2009,17853314,2009-05-02,2010-03-07,5,"weekday",2,7
1592400,2009,17853314,2009-05-02,2010-03-07,5,"weekend",3,20
1592400,2009,17853314,2009-05-02,2010-03-07,6,"weekday",2,6
1592400,2009,17853314,2009-05-02,2010-03-07,6,"weekend",1,5
1592400,2009,17853314,2009-05-02,2010-03-07,8,"weekday",1,4
1592400,2009,17853314,2009-05-02,2010-03-07,9,"weekday",1,11
1592400,2009,17853314,2009-05-02,2010-03-07,9,"weekend",0,7
1592400,2009,17853314,2009-05-02,2010-03-07,10,"weekday",5,25
1592400,2009,17853314,2009-05-02,2010-03-07,10,"weekend",1,39
1592400,2009,17853314,2009-05-02,2010-03-07,12,"weekend",0,2
1592400,2012,286009513,2012-05-05,2013-03-03,1,"weekend",2,2
1592400,2012,286009513,2012-05-05,2013-03-03,2,"weekend",0,1
1592400,2012,286009513,2012-05-05,2013-03-03,5,"weekday",1,6
1592400,2012,286009513,2012-05-05,2013-03-03,5,"weekend",6,11
1592400,2012,286009513,2012-05-05,2013-03-03,6,"weekday",0,5
1592400,2012,286009513,2012-05-05,2013-03-03,7,"weekday",1,1
1592400,2012,286009513,2012-05-05,2013-03-03,8,"weekday",0,6
1592400,2012,286009513,2012-05-05,2013-03-03,8,"weekend",0,3
1592400,2012,286009513,2012-05-05,2013-03-03,9,"weekday",2,28
1592400,2012,286009513,2012-05-05,2013-03-03,9,"weekend",0,29
1592400,2012,286009513,2012-05-05,2013-03-03,10,"weekday",3,47
1592400,2012,286009513,2012-05-05,2013-03-03,10,"weekend",6,61
1592400,2015,515077910,2015-05-02,2016-03-06,2,"weekend",1,2
1592400,2015,515077910,2015-05-02,2016-03-06,3,"weekday",1,1
1592400,2015,515077910,2015-05-02,2016-03-06,3,"weekend",0,1
1592400,2015,515077910,2015-05-02,2016-03-06,5,"weekday",0,3
1592400,2015,515077910,2015-05-02,2016-03-06,5,"weekend",0,4
1592400,2015,515077910,2015-05-02,2016-03-06,6,"weekend",0,1
1592400,2015,515077910,2015-05-02,2016-03-06,7,"weekday",0,1
1592400,2015,515077910,2015-05-02,2016-03-06,8,"weekday",1,1
1592400,2015,515077910,2015-05-02,2016-03-06,10,"weekday",0,22
1592400,2015,515077910,2015-05-02,2016-03-06,10,"weekend",3,16
1592400,2018,515086648,2018-05-05,2019-03-03,1,"weekend",0,1
1592400,2018,515086648,2018-05-05,2019-03-03,5,"weekday",1,5
1592400,2018,515086648,2018-05-05,2019-03-03,5,"weekend",2,5
1592400,2018,515086648,2018-05-05,2019-03-03,6,"weekday",0,1
1592400,2018,515086648,2018-05-05,2019-03-03,9,"weekend",0,1
1592400,2018,515086648,2018-05-05,2019-03-03,10,"weekday",0,1
1592400,2018,515086648,2018-05-05,2019-03-03,10,"weekend",2,5
1592400,2021,515094718,2021-05-01,2022-03-06,10,"weekday",0,12
1592400,2021,515094718,2021-05-01,2022-03-06,10,"weekend",1,4
1593100,2005,95864,2005-05-07,2006-03-05,1,"weekend",2,8
1593100,2005,95864,2005-05-07,2006-03-05,2,"weekend",0,3
1593100,2005,95864,2005-05-07,2006-03-05,3,"weekend",0,3
1593100,2005,95864,2005-05-07,2006-03-05,5,"weekday",13,38
1593100,2005,95864,2005-05-07,2006-03-05,5,"weekend",14,45
1593100,2005,95864,2005-05-07,2006-03-05,6,"weekday",2,9
1593100,2005,95864,2005-05-07,2006-03-05,6,"weekend",0,3
1593100,2005,95864,2005-05-07,2006-03-05,7,"weekday",0,1
1593100,2005,95864,2005-05-07,2006-03-05,7,"weekend",1,2
1593100,2005,95864,2005-05-07,2006-03-05,8,"weekend",0,2
1593100,2005,95864,2005-05-07,2006-03-05,9,"weekday",2,6
1593100,2005,95864,2005-05-07,2006-03-05,9,"weekend",0,5
1593100,2005,95864,2005-05-07,2006-03-05,10,"weekend",3,29
1593100,2005,95864,2005-05-07,2006-03-05,12,"weekday",1,9
1593100,2005,95864,2005-05-07,2006-03-05,12,"weekend",3,12
1593100,2020,515092935,2020-05-02,2021-03-07,1,"weekday",0,4
1593100,2020,515092935,2020-05-02,2021-03-07,1,"weekend",0,44
1593100,2020,515092935,2020-05-02,2021-03-07,2,"weekday",0,6
1593100,2020,515092935,2020-05-02,2021-03-07,3,"weekend",0,1
1593100,2020,515092935,2020-05-02,2021-03-07,7,"weekend",0,3
1593100,2020,515092935,2020-05-02,2021-03-07,8,"weekday",0,3
1593100,2020,515092935,2020-05-02,2021-03-07,8,"weekend",0,2
1593100,2020,515092935,2020-05-02,2021-03-07,12,"weekday",0,2
1593100,2020,515092935,2020-05-02,2021-03-07,12,"weekend",0,12
1595300,2012,268294243,2012-05-05,2013-03-03,5,"weekday",8,68
1595300,2012,268294243,2012-05-05,2013-03-03,5,"weekend",10,80
1595300,2012,268294243,2012-05-05,2013-03-03,6,"weekday",2,42
1595300,2012,268294243,2012-05-05,2013-03-03,6,"weekend",1,22
1595300,2012,268294243,2012-05-05,2013-03-03,7,"weekday",3,28
1595300,2012,268294243,2012-05-05,2013-03-03,7,"weekend",2,26
1595300,2012,268294243,2012-05-05,2013-03-03,8,"weekday",2,21
1595300,2012,268294243,2012-05-05,2013-03-03,8,"weekend",0,10
1595300,2012,268294243,2012-05-05,2013-03-03,9,"weekday",1,9
1595300,2012,268294243,2012-05-05,2013-03-03,9,"weekend",1,17
1595300,2012,268294243,2012-05-05,2013-03-03,10,"weekday",3,10
1595300,2012,268294243,2012-05-05,2013-03-03,10,"weekend",2,9
1595300,2012,336978222,2012-12-01,2013-03-03,1,"weekday",1,4
1595300,2012,336978222,2012-12-01,2013-03-03,1,"weekend",0,12
1595300,2012,336978222,2012-12-01,2013-03-03,2,"weekday",0,2
1595300,2012,336978222,2012-12-01,2013-03-03,2,"weekend",0,7
1595300,2012,336978222,2012-12-01,2013-03-03,12,"weekday",0,5
1595300,2012,336978222,2012-12-01,2013-03-03,12,"weekend",2,31
1595300,2021,515094741,2021-05-01,2021-10-31,5,"weekday",2,8
1595300,2021,515094741,2021-05-01,2021-10-31,5,"weekend",4,20
1595300,2021,515094741,2021-05-01,2021-10-31,6,"weekday",1,15
1595300,2021,515094741,2021-05-01,2021-10-31,6,"weekend",1,5
1595300,2021,515094741,2021-05-01,2021-10-31,7,"weekday",1,13
1595300,2021,515094741,2021-05-01,2021-10-31,7,"weekend",0,12
1595300,2021,515094741,2021-05-01,2021-10-31,8,"weekday",0,20
1595300,2021,515094741,2021-05-01,2021-10-31,9,"weekday",0,15
1595300,2021,515094741,2021-05-01,2021-10-31,9,"weekend",0,1
1595300,2021,515094741,2021-05-01,2021-10-31,10,"weekday",0,16
1595300,2021,515094741,2021-05-01,2021-10-31,10,"weekend",0,10
1595300,2021,515096505,2021-12-01,2022-03-06,1,"weekday",0,1
1595300,2021,515096505,2021-12-01,2022-03-06,1,"weekend",0,1
1595300,2021,515096505,2021-12-01,2022-03-06,12,"weekday",0,3
1595300,2021,515096505,2021-12-01,2022-03-06,12,"weekend",0,5
1595600,2011,160810035,2011-05-07,2012-03-04,5,"weekday",0,3
1595600,2011,160810035,2011-05-07,2012-03-04,5,"weekend",0,6
1595600,2011,160810035,2011-05-07,2012-03-04,6,"weekday",0,2
1595600,2011,160810035,2011-05-07,2012-03-04,7,"weekday",1,2
1595600,2011,160810035,2011-05-07,2012-03-04,7,"weekend",0,1
1595600,2011,160810035,2011-05-07,2012-03-04,9,"weekday",1,1
1595600,2011,160810035,2011-05-07,2012-03-04,10,"weekend",1,2
1595800,2006,98241,2006-05-06,2007-03-04,1,"weekday",1,6
1595800,2006,98241,2006-05-06,2007-03-04,1,"weekend",4,9
1595800,2006,98241,2006-05-06,2007-03-04,2,"weekday",2,7
1595800,2006,98241,2006-05-06,2007-03-04,2,"weekend",2,2
1595800,2006,98241,2006-05-06,2007-03-04,3,"weekend",1,2
1595800,2006,98241,2006-05-06,2007-03-04,5,"weekday",4,6
1595800,2006,98241,2006-05-06,2007-03-04,5,"weekend",0,5
1595800,2006,98241,2006-05-06,2007-03-04,6,"weekday",2,2
1595800,2006,98241,2006-05-06,2007-03-04,6,"weekend",4,8
1595800,2006,98241,2006-05-06,2007-03-04,7,"weekend",1,1
1595800,2006,98241,2006-05-06,2007-03-04,10,"weekend",1,1
1596300,2015,515077918,2015-05-02,2016-03-06,5,"weekday",1,1
1596300,2015,515077918,2015-05-02,2016-03-06,6,"weekday",0,3
1596300,2015,515077918,2015-05-02,2016-03-06,6,"weekend",0,2
1596300,2015,515077918,2015-05-02,2016-03-06,7,"weekend",0,1
1596300,2015,515077918,2015-05-02,2016-03-06,8,"weekend",0,1
1596300,2015,515077918,2015-05-02,2016-03-06,12,"weekend",0,1
1596900,2022,515097060,2022-05-07,2023-03-05,5,"weekend",0,1
1596900,2022,515097060,2022-05-07,2023-03-05,6,"weekday",1,1
1596900,2022,515097060,2022-05-07,2023-03-05,6,"weekend",0,1
1596900,2022,515097060,2022-05-07,2023-03-05,7,"weekend",0,1
1596900,2022,515097060,2022-05-07,2023-03-05,8,"weekday",1,3
1596900,2022,515097060,2022-05-07,2023-03-05,9,"weekend",0,2
1596900,2022,515097060,2022-05-07,2023-03-05,12,"weekend",0,1
1597000,2022,515097057,2022-05-07,2023-03-05,2,"weekend",0,2
1597000,2022,515097057,2022-05-07,2023-03-05,5,"weekend",3,4
1597000,2022,515097057,2022-05-07,2023-03-05,7,"weekday",1,1
1597000,2022,515097057,2022-05-07,2023-03-05,7,"weekend",1,3
1597000,2022,515097057,2022-05-07,2023-03-05,9,"weekend",1,1
1599600,2013,377041391,2013-05-04,2014-03-02,5,"weekday",1,7
1599600,2013,377041391,2013-05-04,2014-03-02,5,"weekend",0,2
1599600,2013,377041391,2013-05-04,2014-03-02,6,"weekday",0,1
1599600,2013,377041391,2013-05-04,2014-03-02,6,"weekend",1,2
1599600,2013,377041391,2013-05-04,2014-03-02,7,"weekday",0,2
1599600,2013,377041391,2013-05-04,2014-03-02,10,"weekday",1,6
1599600,2013,377041391,2013-05-04,2014-03-02,10,"weekend",0,12
1599600,2013,377041391,2013-05-04,2014-03-02,12,"weekend",0,1
1599900,2013,376756823,2013-05-04,2014-03-02,5,"weekend",0,1
1599900,2013,376756823,2013-05-04,2014-03-02,6,"weekday",0,1
1600000,2013,377325974,2013-05-04,2014-03-02,5,"weekend",0,2
1600100,2013,375618588,2013-05-04,2014-03-02,5,"weekday",0,1
1600100,2013,375618588,2013-05-04,2014-03-02,5,"weekend",0,2
1600100,2013,375618588,2013-05-04,2014-03-02,6,"weekday",0,1
1600100,2013,375618588,2013-05-04,2014-03-02,6,"weekend",0,4
1600100,2013,375618588,2013-05-04,2014-03-02,8,"weekday",0,1
1600200,2013,378464234,2013-05-04,2014-03-02,5,"weekday",0,16
1600200,2013,378464234,2013-05-04,2014-03-02,5,"weekend",0,8
1600200,2013,378464234,2013-05-04,2014-03-02,6,"weekend",0,10
1600200,2013,378464234,2013-05-04,2014-03-02,7,"weekend",0,1
1600200,2013,378464234,2013-05-04,2014-03-02,8,"weekday",0,13
1600200,2013,378464234,2013-05-04,2014-03-02,10,"weekday",0,3
1600200,2013,378464234,2013-05-04,2014-03-02,10,"weekend",0,8
1600200,2013,378464234,2013-05-04,2014-03-02,12,"weekday",0,1
1600200,2013,378464234,2013-05-04,2014-03-02,12,"weekend",0,3
1600300,2013,377325968,2013-05-04,2014-03-02,5,"weekday",0,2
1600300,2013,377325968,2013-05-04,2014-03-02,5,"weekend",0,5
1600300,2013,377325968,2013-05-04,2014-03-02,7,"weekday",0,3
1600300,2013,377325968,2013-05-04,2014-03-02,8,"weekend",0,1
1603700,2013,383302428,2013-05-04,2014-03-02,1,"weekend",0,1
1603700,2013,383302428,2013-05-04,2014-03-02,5,"weekday",3,36
1603700,2013,383302428,2013-05-04,2014-03-02,5,"weekend",3,35
1603700,2013,383302428,2013-05-04,2014-03-02,6,"weekday",2,26
1603700,2013,383302428,2013-05-04,2014-03-02,6,"weekend",1,20
1603700,2013,383302428,2013-05-04,2014-03-02,7,"weekday",0,5
1603700,2013,383302428,2013-05-04,2014-03-02,7,"weekend",0,10
1603700,2013,383302428,2013-05-04,2014-03-02,8,"weekday",0,2
1603700,2013,383302428,2013-05-04,2014-03-02,8,"weekend",0,2
1603700,2013,383302428,2013-05-04,2014-03-02,9,"weekday",1,20
1603700,2013,383302428,2013-05-04,2014-03-02,9,"weekend",0,4
1603700,2013,383302428,2013-05-04,2014-03-02,10,"weekday",0,10
1603700,2013,383302428,2013-05-04,2014-03-02,10,"weekend",0,25
1603700,2013,383302428,2013-05-04,2014-03-02,12,"weekday",0,1
1603800,2013,378748810,2013-05-04,2014-03-02,5,"weekday",2,19
1603800,2013,378748810,2013-05-04,2014-03-02,5,"weekend",1,34
1603800,2013,378748810,2013-05-04,2014-03-02,6,"weekday",0,10
1603800,2013,378748810,2013-05-04,2014-03-02,6,"weekend",0,10
1603800,2013,378748810,2013-05-04,2014-03-02,7,"weekend",0,4
1603800,2013,378748810,2013-05-04,2014-03-02,8,"weekend",0,1
1603800,2013,378748810,2013-05-04,2014-03-02,9,"weekday",0,12
1603800,2013,378748810,2013-05-04,2014-03-02,9,"weekend",0,7
1603800,2013,378748810,2013-05-04,2014-03-02,10,"weekday",0,11
1603800,2013,378748810,2013-05-04,2014-03-02,10,"weekend",0,25
1603800,2013,378748810,2013-05-04,2014-03-02,12,"weekday",0,1
1605800,2008,810787,2008-05-03,2009-03-01,2,"weekend",0,1
1605800,2008,810787,2008-05-03,2009-03-01,5,"weekday",1,4
1605800,2008,810787,2008-05-03,2009-03-01,5,"weekend",0,4
1605800,2008,810787,2008-05-03,2009-03-01,6,"weekday",4,20
1605800,2008,810787,2008-05-03,2009-03-01,6,"weekend",0,22
1605800,2008,810787,2008-05-03,2009-03-01,7,"weekday",0,4
1605800,2008,810787,2008-05-03,2009-03-01,7,"weekend",0,3
1605800,2008,810787,2008-05-03,2009-03-01,8,"weekday",0,1
1605800,2008,810787,2008-05-03,2009-03-01,9,"weekend",0,2
1605800,2008,810787,2008-05-03,2009-03-01,12,"weekend",0,1
1609000,2014,495884819,2014-05-03,2015-03-01,1,"weekend",0,1
1609000,2014,495884819,2014-05-03,2015-03-01,5,"weekday",1,6
1609000,2014,495884819,2014-05-03,2015-03-01,5,"weekend",5,32
1609000,2014,495884819,2014-05-03,2015-03-01,6,"weekday",1,5
1609000,2014,495884819,2014-05-03,2015-03-01,6,"weekend",2,4
1609000,2014,495884819,2014-05-03,2015-03-01,7,"weekend",1,9
1609000,2014,495884819,2014-05-03,2015-03-01,8,"weekday",0,1
1609000,2014,495884819,2014-05-03,2015-03-01,8,"weekend",1,5
1609000,2014,495884819,2014-05-03,2015-03-01,9,"weekday",0,1
1609000,2014,495884819,2014-05-03,2015-03-01,9,"weekend",0,18
1609000,2014,495884819,2014-05-03,2015-03-01,10,"weekday",0,1
1609000,2014,495884819,2014-05-03,2015-03-01,10,"weekend",2,28
1609000,2014,495884819,2014-05-03,2015-03-01,12,"weekend",1,2
1609100,2014,494758810,2014-05-03,2015-03-01,2,"weekend",0,2
1609100,2014,494758810,2014-05-03,2015-03-01,5,"weekday",0,17
1609100,2014,494758810,2014-05-03,2015-03-01,5,"weekend",2,28
1609100,2014,494758810,2014-05-03,2015-03-01,6,"weekend",0,9
1609100,2014,494758810,2014-05-03,2015-03-01,7,"weekday",1,5
1609100,2014,494758810,2014-05-03,2015-03-01,7,"weekend",2,12
1609100,2014,494758810,2014-05-03,2015-03-01,8,"weekday",2,19
1609100,2014,494758810,2014-05-03,2015-03-01,8,"weekend",0,8
1609100,2014,494758810,2014-05-03,2015-03-01,10,"weekend",0,2
1609600,2014,486307522,2014-05-03,2015-03-01,5,"weekend",0,3
1609600,2014,486307522,2014-05-03,2015-03-01,8,"weekday",0,6
1610300,2014,486307524,2014-05-03,2015-03-01,8,"weekday",0,1
1610400,2014,486307526,2014-05-03,2015-03-01,5,"weekday",0,6
1610400,2014,486307526,2014-05-03,2015-03-01,6,"weekday",1,10
1610400,2014,486307526,2014-05-03,2015-03-01,6,"weekend",0,7
1610400,2014,486307526,2014-05-03,2015-03-01,8,"weekend",0,4
1610500,2014,494758812,2014-05-03,2015-03-01,2,"weekend",0,1
1610500,2014,494758812,2014-05-03,2015-03-01,5,"weekday",0,2
1610500,2014,494758812,2014-05-03,2015-03-01,5,"weekend",0,1
1610500,2014,494758812,2014-05-03,2015-03-01,6,"weekend",0,3
1610500,2014,494758812,2014-05-03,2015-03-01,8,"weekend",0,1
1610500,2014,494758812,2014-05-03,2015-03-01,10,"weekend",0,14
1610600,2014,496166346,2014-05-03,2015-03-01,5,"weekday",2,19
1610600,2014,496166346,2014-05-03,2015-03-01,5,"weekend",0,10
1610600,2014,496166346,2014-05-03,2015-03-01,6,"weekend",3,10
1610600,2014,496166346,2014-05-03,2015-03-01,8,"weekday",2,3
1610600,2014,496166346,2014-05-03,2015-03-01,9,"weekday",0,6
1610600,2014,496166346,2014-05-03,2015-03-01,9,"weekend",0,2
1610700,2014,490253823,2014-05-03,2015-03-01,5,"weekday",0,3
1610700,2014,490253823,2014-05-03,2015-03-01,6,"weekday",0,6
1610700,2014,490253823,2014-05-03,2015-03-01,7,"weekday",4,18
1610700,2014,490253823,2014-05-03,2015-03-01,8,"weekday",4,9
1610700,2014,490253823,2014-05-03,2015-03-01,8,"weekend",6,18
1610700,2014,490253823,2014-05-03,2015-03-01,9,"weekday",1,4
1610700,2014,490253823,2014-05-03,2015-03-01,9,"weekend",0,4
1610700,2014,490253823,2014-05-03,2015-03-01,10,"weekend",0,3
1610800,2014,492506685,2014-05-03,2015-03-01,5,"weekday",1,8
1610800,2014,492506685,2014-05-03,2015-03-01,5,"weekend",0,1
1610800,2014,492506685,2014-05-03,2015-03-01,8,"weekday",0,1
1610800,2014,492506685,2014-05-03,2015-03-01,9,"weekday",0,4
1610800,2014,492506685,2014-05-03,2015-03-01,9,"weekend",0,2
1610800,2014,492506685,2014-05-03,2015-03-01,10,"weekday",1,2
1610800,2014,492506685,2014-05-03,2015-03-01,10,"weekend",0,2
1611700,2014,495603298,2014-05-03,2015-03-01,5,"weekday",0,2
1611700,2014,495603298,2014-05-03,2015-03-01,7,"weekday",1,2
1611700,2014,495603298,2014-05-03,2015-03-01,7,"weekend",0,3
1611700,2014,495603298,2014-05-03,2015-03-01,8,"weekend",0,6
1611700,2014,495603298,2014-05-03,2015-03-01,9,"weekday",2,18
1611700,2014,495603298,2014-05-03,2015-03-01,9,"weekend",0,5
1611700,2014,495603298,2014-05-03,2015-03-01,10,"weekend",0,2
1611800,2014,494758815,2014-05-03,2015-03-01,1,"weekend",0,1
1611800,2014,494758815,2014-05-03,2015-03-01,2,"weekend",0,2
1611800,2014,494758815,2014-05-03,2015-03-01,5,"weekday",0,2
1611800,2014,494758815,2014-05-03,2015-03-01,5,"weekend",0,1
1611800,2014,494758815,2014-05-03,2015-03-01,6,"weekend",0,1
1611800,2014,494758815,2014-05-03,2015-03-01,7,"weekend",1,3
1611800,2014,494758815,2014-05-03,2015-03-01,10,"weekday",0,5
1611800,2014,494758815,2014-05-03,2015-03-01,10,"weekend",1,7
1612200,2014,490253825,2014-05-03,2015-03-01,5,"weekday",2,10
1612200,2014,490253825,2014-05-03,2015-03-01,5,"weekend",0,1
1612200,2014,490253825,2014-05-03,2015-03-01,6,"weekday",0,8
1612200,2014,490253825,2014-05-03,2015-03-01,6,"weekend",0,2
1612200,2014,490253825,2014-05-03,2015-03-01,7,"weekday",3,11
1612200,2014,490253825,2014-05-03,2015-03-01,7,"weekend",0,1
1612200,2014,490253825,2014-05-03,2015-03-01,8,"weekday",1,12
1612200,2014,490253825,2014-05-03,2015-03-01,8,"weekend",0,6
1612200,2014,490253825,2014-05-03,2015-03-01,9,"weekend",0,4
1612200,2014,490253825,2014-05-03,2015-03-01,10,"weekday",0,5
1612300,2014,490535763,2014-05-03,2015-03-01,5,"weekday",0,4
1612300,2014,490535763,2014-05-03,2015-03-01,6,"weekday",0,4
1612300,2014,490535763,2014-05-03,2015-03-01,6,"weekend",0,5
1612900,2014,486871259,2014-05-03,2015-03-01,5,"weekday",0,3
